Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lewis HamiltonHAM,McLaren Mercedes,1:35.940,,13
2,3,Jenson ButtonBUT,McLaren Mercedes,1:36.063,+0.123s,12
3,8,Nico RosbergROS,Mercedes,1:36.389,+0.449s,16
4,7,Michael SchumacherMSC,Mercedes,1:36.512,+0.572s,17
5,2,Mark WebberWEB,Red Bull Racing Renault,1:36.635,+0.695s,16
6,18,Pastor MaldonadoMAL,Williams Renault,1:36.765,+0.825s,17
7,15,Sergio PerezPER,Sauber Ferrari,1:36.781,+0.841s,19
8,14,Kamui KobayashiKOB,Sauber Ferrari,1:36.880,+0.940s,17
9,1,Sebastian VettelVET,Red Bull Racing Renault,1:37.039,+1.099s,15
10,9,Kimi RäikkönenRAI,Lotus Renault,1:37.061,+1.121s,17
11,12,Nico HulkenbergHUL,Force India Mercedes,1:37.237,+1.297s,16
12,10,Romain GrosjeanGRO,Lotus Renault,1:37.274,+1.334s,19
13,11,Paul di RestaDIR,Force India Mercedes,1:37.288,+1.348s,16
14,19,Bruno SennaSEN,Williams Renault,1:37.425,+1.485s,14
15,5,Fernando AlonsoALO,Ferrari,1:37.465,+1.525s,12
16,17,Jean-Eric VergneVER,STR Ferrari,1:37.493,+1.553s,13
17,16,Daniel RicciardoRIC,STR Ferrari,1:37.628,+1.688s,14
18,6,Felipe MassaMAS,Ferrari,1:37.831,+1.891s,14
19,21,Vitaly PetrovPET,Caterham Renault,1:38.701,+2.761s,19
20,20,Heikki KovalainenKOV,Caterham Renault,1:39.198,+3.258s,19
21,24,Timo GlockGLO,Marussia Cosworth,1:39.796,+3.856s,18
22,25,Charles PicPIC,Marussia Cosworth,1:40.048,+4.108s,17
23,23,Narain KarthikeyanKAR,HRT Cosworth,1:41.263,+5.323s,14
24,22,Pedro de la RosaDLR,HRT Cosworth,1:41.499,+5.559s,18
