Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:43.091,,17
2,44,Lewis HamiltonHAM,Mercedes,1:43.452,+0.361s,16
3,7,Kimi RäikkönenRAI,Ferrari,1:43.493,+0.402s,17
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:43.519,+0.428s,17
5,77,Valtteri BottasBOT,Mercedes,1:43.569,+0.478s,20
6,11,Sergio PerezPER,Force India Mercedes,1:43.936,+0.845s,9
7,20,Kevin MagnussenMAG,Haas Ferrari,1:43.958,+0.867s,11
8,18,Lance StrollSTR,Williams Mercedes,1:44.123,+1.032s,8
9,31,Esteban OconOCO,Force India Mercedes,1:44.220,+1.129s,11
10,35,Sergey SirotkinSIR,Williams Mercedes,1:44.534,+1.443s,9
11,14,Fernando AlonsoALO,McLaren Renault,1:44.763,+1.672s,12
12,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:44.861,+1.770s,17
13,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:44.905,+1.814s,16
14,16,Charles LeclercLEC,Sauber Ferrari,1:45.218,+2.127s,15
15,8,Romain GrosjeanGRO,Haas Ferrari,1:45.261,+2.170s,12
16,55,Carlos SainzSAI,Renault,1:45.432,+2.341s,15
17,27,Nico HulkenbergHUL,Renault,1:45.456,+2.365s,11
18,2,Stoffel VandoorneVAN,McLaren Renault,1:45.505,+2.414s,13
19,9,Marcus EricssonERI,Sauber Ferrari,1:45.910,+2.819s,17
20,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:46.186,+3.095s,11
