Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:16.284,,9
2,44,Lewis HamiltonHAM,Mercedes,1:16.538,+0.254s,9
3,5,Sebastian VettelVET,Ferrari,1:16.566,+0.282s,11
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:17.028,+0.744s,7
5,7,Kimi RäikkönenRAI,Ferrari,1:17.045,+0.761s,16
6,16,Charles LeclercLEC,Sauber Ferrari,1:17.059,+0.775s,13
7,55,Carlos SainzSAI,Renault,1:17.336,+1.052s,11
8,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:17.525,+1.241s,16
9,9,Marcus EricssonERI,Sauber Ferrari,1:17.565,+1.281s,14
10,27,Nico HulkenbergHUL,Renault,1:17.623,+1.339s,10
11,31,Esteban OconOCO,Force India Mercedes,1:17.731,+1.447s,10
12,11,Sergio PerezPER,Force India Mercedes,1:17.819,+1.535s,10
13,8,Romain GrosjeanGRO,Haas Ferrari,1:18.145,+1.861s,10
14,2,Stoffel VandoorneVAN,McLaren Renault,1:18.445,+2.161s,15
15,14,Fernando AlonsoALO,McLaren Renault,1:18.548,+2.264s,11
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:18.637,+2.353s,10
17,35,Sergey SirotkinSIR,Williams Mercedes,1:18.669,+2.385s,9
18,18,Lance StrollSTR,Williams Mercedes,1:18.698,+2.414s,8
19,77,Valtteri BottasBOT,Mercedes,1:18.839,+2.555s,5
20,20,Kevin MagnussenMAG,Haas Ferrari,,,1
