Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:20.509,,18
2,44,Lewis HamiltonHAM,Mercedes,1:20.590,+0.081s,14
3,7,Kimi RäikkönenRAI,Ferrari,1:20.682,+0.173s,16
4,77,Valtteri BottasBOT,Mercedes,1:21.112,+0.603s,18
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:21.388,+0.879s,15
6,20,Kevin MagnussenMAG,Haas Ferrari,1:22.011,+1.502s,15
7,31,Esteban OconOCO,Force India Mercedes,1:22.055,+1.546s,16
8,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:22.310,+1.801s,15
9,16,Charles LeclercLEC,Sauber Ferrari,1:22.313,+1.804s,17
10,8,Romain GrosjeanGRO,Haas Ferrari,1:22.357,+1.848s,16
11,11,Sergio PerezPER,Force India Mercedes,1:22.486,+1.977s,13
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:22.631,+2.122s,20
13,55,Carlos SainzSAI,Renault,1:22.737,+2.228s,15
14,35,Sergey SirotkinSIR,Williams Mercedes,1:22.778,+2.269s,20
15,18,Lance StrollSTR,Williams Mercedes,1:22.860,+2.351s,19
16,9,Marcus EricssonERI,Sauber Ferrari,1:22.882,+2.373s,25
17,14,Fernando AlonsoALO,McLaren Renault,1:22.892,+2.383s,23
18,2,Stoffel VandoorneVAN,McLaren Renault,1:22.987,+2.478s,16
19,27,Nico HulkenbergHUL,Renault,1:23.149,+2.640s,10
20,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:23.164,+2.655s,19
