Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:33.067,,13
2,77,Valtteri BottasBOT,Mercedes,1:33.321,+0.254s,16
3,5,Sebastian VettelVET,Ferrari,1:33.667,+0.600s,14
4,7,Kimi RäikkönenRAI,Ferrari,1:33.688,+0.621s,11
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:33.937,+0.870s,11
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:34.394,+1.327s,14
7,16,Charles LeclercLEC,Sauber Ferrari,1:34.628,+1.561s,15
8,31,Esteban OconOCO,Force India Mercedes,1:34.809,+1.742s,16
9,20,Kevin MagnussenMAG,Haas Ferrari,1:34.820,+1.753s,15
10,11,Sergio PerezPER,Force India Mercedes,1:34.916,+1.849s,14
11,55,Carlos SainzSAI,Renault,1:34.988,+1.921s,13
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:35.125,+2.058s,21
13,8,Romain GrosjeanGRO,Haas Ferrari,1:35.185,+2.118s,18
14,27,Nico HulkenbergHUL,Renault,1:35.213,+2.146s,12
15,9,Marcus EricssonERI,Sauber Ferrari,1:35.370,+2.303s,16
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:36.033,+2.966s,22
17,35,Sergey SirotkinSIR,Williams Mercedes,1:36.071,+3.004s,16
18,18,Lance StrollSTR,Williams Mercedes,1:36.274,+3.207s,20
19,2,Stoffel VandoorneVAN,McLaren Renault,1:36.597,+3.530s,14
20,14,Fernando AlonsoALO,McLaren Renault,1:36.992,+3.925s,21
