Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:33.018,,14
2,7,Kimi RäikkönenRAI,Ferrari,1:33.469,+0.451s,21
3,77,Valtteri BottasBOT,Mercedes,1:33.761,+0.743s,16
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:33.969,+0.951s,14
5,44,Lewis HamiltonHAM,Mercedes,1:34.057,+1.039s,14
6,20,Kevin MagnussenMAG,Haas Ferrari,1:34.329,+1.311s,25
7,11,Sergio PerezPER,Force India Mercedes,1:34.445,+1.427s,14
8,31,Esteban OconOCO,Force India Mercedes,1:34.456,+1.438s,16
9,55,Carlos SainzSAI,Renault,1:34.582,+1.564s,20
10,35,Sergey SirotkinSIR,Williams Mercedes,1:34.741,+1.723s,13
11,27,Nico HulkenbergHUL,Renault,1:34.841,+1.823s,16
12,14,Fernando AlonsoALO,McLaren Renault,1:34.851,+1.833s,13
13,2,Stoffel VandoorneVAN,McLaren Renault,1:34.977,+1.959s,16
14,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:34.991,+1.973s,20
15,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:35.061,+2.043s,4
16,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:35.079,+2.061s,16
17,18,Lance StrollSTR,Williams Mercedes,1:35.375,+2.357s,16
18,16,Charles LeclercLEC,Sauber Ferrari,1:35.497,+2.479s,14
19,9,Marcus EricssonERI,Sauber Ferrari,1:35.679,+2.661s,13
20,8,Romain GrosjeanGRO,Haas Ferrari,1:35.756,+2.738s,6
