Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:07.948,,17
2,44,Lewis HamiltonHAM,Mercedes,1:08.165,+0.217s,15
3,77,Valtteri BottasBOT,Mercedes,1:08.465,+0.517s,23
4,7,Kimi RäikkönenRAI,Ferrari,1:08.490,+0.542s,17
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:08.733,+0.785s,12
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:08.788,+0.840s,12
7,20,Kevin MagnussenMAG,Haas Ferrari,1:09.146,+1.198s,14
8,8,Romain GrosjeanGRO,Haas Ferrari,1:09.257,+1.309s,16
9,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:09.402,+1.454s,22
10,16,Charles LeclercLEC,Sauber Ferrari,1:09.448,+1.500s,21
11,27,Nico HulkenbergHUL,Renault,1:09.461,+1.513s,19
12,31,Esteban OconOCO,Force India Mercedes,1:09.588,+1.640s,18
13,9,Marcus EricssonERI,Sauber Ferrari,1:09.808,+1.860s,23
14,55,Carlos SainzSAI,Renault,1:09.864,+1.916s,17
15,35,Sergey SirotkinSIR,Williams Mercedes,1:09.885,+1.937s,14
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:09.985,+2.037s,18
17,18,Lance StrollSTR,Williams Mercedes,1:10.001,+2.053s,17
18,14,Fernando AlonsoALO,McLaren Renault,1:10.020,+2.072s,15
19,11,Sergio PerezPER,Force India Mercedes,1:10.116,+2.168s,18
20,2,Stoffel VandoorneVAN,McLaren Renault,1:10.289,+2.341s,16
