Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:37.176,,17
2,7,Kimi RäikkönenRAI,Ferrari,1:37.464,+0.288s,18
3,5,Sebastian VettelVET,Ferrari,1:37.587,+0.411s,15
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:37.747,+0.571s,15
5,77,Valtteri BottasBOT,Mercedes,1:37.933,+0.757s,16
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:38.090,+0.914s,11
7,8,Romain GrosjeanGRO,Haas Ferrari,1:38.304,+1.128s,13
8,27,Nico HulkenbergHUL,Renault,1:38.850,+1.674s,15
9,55,Carlos SainzSAI,Renault,1:38.970,+1.794s,16
10,31,Esteban OconOCO,Force India Mercedes,1:39.011,+1.835s,7
11,11,Sergio PerezPER,Force India Mercedes,1:39.053,+1.877s,15
12,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:39.074,+1.898s,18
13,16,Charles LeclercLEC,Sauber Ferrari,1:39.282,+2.106s,10
14,20,Kevin MagnussenMAG,Haas Ferrari,1:39.612,+2.436s,13
15,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:39.740,+2.564s,12
16,14,Fernando AlonsoALO,McLaren Renault,1:39.974,+2.798s,13
17,9,Marcus EricssonERI,Sauber Ferrari,1:39.997,+2.821s,20
18,18,Lance StrollSTR,Williams Mercedes,1:40.117,+2.941s,18
19,2,Stoffel VandoorneVAN,McLaren Renault,1:40.233,+3.057s,14
20,35,Sergey SirotkinSIR,Williams Mercedes,1:41.182,+4.006s,22
