Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:42.661,,13
2,7,Kimi RäikkönenRAI,Ferrari,1:42.724,+0.063s,15
3,44,Lewis HamiltonHAM,Mercedes,1:42.798,+0.137s,10
4,77,Valtteri BottasBOT,Mercedes,1:43.464,+0.803s,13
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:44.048,+1.387s,10
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:44.479,+1.818s,13
7,16,Charles LeclercLEC,Sauber Ferrari,1:44.963,+2.302s,12
8,11,Sergio PerezPER,Force India Mercedes,1:45.341,+2.680s,10
9,27,Nico HulkenbergHUL,Renault,1:45.464,+2.803s,17
10,31,Esteban OconOCO,Force India Mercedes,1:45.485,+2.824s,13
11,9,Marcus EricssonERI,Sauber Ferrari,1:45.536,+2.875s,11
12,8,Romain GrosjeanGRO,Haas Ferrari,1:45.814,+3.153s,12
13,55,Carlos SainzSAI,Renault,1:45.925,+3.264s,13
14,20,Kevin MagnussenMAG,Haas Ferrari,1:46.087,+3.426s,12
15,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:46.182,+3.521s,16
16,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:46.259,+3.598s,17
17,18,Lance StrollSTR,Williams Mercedes,1:46.502,+3.841s,10
18,35,Sergey SirotkinSIR,Williams Mercedes,1:46.630,+3.969s,11
19,14,Fernando AlonsoALO,McLaren Renault,1:46.942,+4.281s,16
20,2,Stoffel VandoorneVAN,McLaren Renault,1:47.061,+4.400s,14
