Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:38.054,,19
2,7,Kimi RäikkönenRAI,Ferrari,1:38.416,+0.362s,16
3,44,Lewis HamiltonHAM,Mercedes,1:38.558,+0.504s,14
4,77,Valtteri BottasBOT,Mercedes,1:38.603,+0.549s,17
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:39.186,+1.132s,14
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:39.265,+1.211s,10
7,8,Romain GrosjeanGRO,Haas Ferrari,1:39.747,+1.693s,14
8,31,Esteban OconOCO,Force India Mercedes,1:40.073,+2.019s,14
9,11,Sergio PerezPER,Force India Mercedes,1:40.231,+2.177s,14
10,14,Fernando AlonsoALO,McLaren Renault,1:40.254,+2.200s,10
11,27,Nico HulkenbergHUL,Renault,1:40.450,+2.396s,17
12,20,Kevin MagnussenMAG,Haas Ferrari,1:40.559,+2.505s,13
13,55,Carlos SainzSAI,Renault,1:40.591,+2.537s,14
14,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:40.686,+2.632s,16
15,2,Stoffel VandoorneVAN,McLaren Renault,1:40.798,+2.744s,15
16,16,Charles LeclercLEC,Sauber Ferrari,1:40.915,+2.861s,20
17,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:41.562,+3.508s,18
18,35,Sergey SirotkinSIR,Williams Mercedes,1:41.884,+3.830s,19
19,9,Marcus EricssonERI,Sauber Ferrari,1:41.953,+3.899s,18
20,18,Lance StrollSTR,Williams Mercedes,1:42.220,+4.166s,18
