Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:33.666,,3
2,55,Carlos SainzSAI,Renault,1:34.953,+1.287s,3
3,16,Charles LeclercLEC,Sauber Ferrari,1:35.012,+1.346s,5
4,14,Fernando AlonsoALO,McLaren Renault,1:36.365,+2.699s,4
5,5,Sebastian VettelVET,Ferrari,1:36.756,+3.090s,5
6,2,Stoffel VandoorneVAN,McLaren Renault,1:37.547,+3.881s,4
7,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:38.317,+4.651s,5
8,9,Marcus EricssonERI,Sauber Ferrari,1:38.450,+4.784s,3
9,11,Sergio PerezPER,Force India Mercedes,1:39.641,+5.975s,4
10,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:39.738,+6.072s,3
11,31,Esteban OconOCO,Force India Mercedes,1:40.087,+6.421s,4
12,44,Lewis HamiltonHAM,Mercedes,1:40.743,+7.077s,3
13,7,Kimi RäikkönenRAI,Ferrari,1:49.711,+16.045s,3
14,18,Lance StrollSTR,Williams Mercedes,2:02.399,+28.733s,4
15,35,Sergey SirotkinSIR,Williams Mercedes,2:04.093,+30.427s,5
16,20,Kevin MagnussenMAG,Haas Ferrari,,,1
17,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,,,3
18,8,Romain GrosjeanGRO,Haas Ferrari,,,1
19,27,Nico HulkenbergHUL,Renault,,,2
20,33,Max VerstappenVER,Red Bull Racing TAG Heuer,,,3
