Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:33.797,,20
2,7,Kimi RäikkönenRAI,Ferrari,1:33.843,+0.046s,21
3,44,Lewis HamiltonHAM,Mercedes,1:33.870,+0.073s,23
4,77,Valtteri BottasBOT,Mercedes,1:34.556,+0.759s,21
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:34.703,+0.906s,21
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:34.910,+1.113s,20
7,16,Charles LeclercLEC,Sauber Ferrari,1:35.365,+1.568s,21
8,11,Sergio PerezPER,Force India Mercedes,1:35.411,+1.614s,21
9,55,Carlos SainzSAI,Renault,1:35.450,+1.653s,21
10,8,Romain GrosjeanGRO,Haas Ferrari,1:35.468,+1.671s,19
11,31,Esteban OconOCO,Force India Mercedes,1:35.562,+1.765s,22
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:35.713,+1.916s,27
13,20,Kevin MagnussenMAG,Haas Ferrari,1:35.770,+1.973s,19
14,27,Nico HulkenbergHUL,Renault,1:35.882,+2.085s,19
15,9,Marcus EricssonERI,Sauber Ferrari,1:36.000,+2.203s,21
16,18,Lance StrollSTR,Williams Mercedes,1:36.188,+2.391s,21
17,35,Sergey SirotkinSIR,Williams Mercedes,1:36.193,+2.396s,20
18,2,Stoffel VandoorneVAN,McLaren Renault,1:36.302,+2.505s,23
19,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1:36.330,+2.533s,26
20,14,Fernando AlonsoALO,McLaren Renault,1:36.332,+2.535s,20
