Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Jacky IckxICK,Ferrari,65,1:53:28.360,9
2,4,Clay RegazzoniREG,Ferrari,65,+45.460s,6
3,8,Denny HulmeHUL,McLaren Ford,65,+45.970s,4
4,12,Chris AmonAMO,March Ford,65,+47.050s,3
5,6,Jean-Pierre BeltoiseBEL,Matra,65,+50.110s,2
6,19,Pedro RodriguezROD,BRM,65,+84.760s,1
7,20,Jackie OliverOLI,BRM,64,+1 lap,0
8,17,John SurteesSUR,Surtees Ford,64,+1 lap,0
9,7,Henri PescaroloPES,Matra,61,+4 laps,0
NC,23,Reine   WisellWIS,Lotus Ford,56,+9 laps,0
NC,15,Jack BrabhamBRA,Brabham Ford,52,DNF,0
NC,1,Jackie StewartSTE,Tyrrell Ford,33,DNF,0
NC,9,Peter  Gethin GET,McLaren Ford,27,DNF,0
NC,16,Rolf StommelenSTO,Brabham Ford,15,DNF,0
NC,2,Francois  Cevert CEV,March Ford,8,DNF,0
NC,14,Graham HillHIL,Lotus Ford,4,DNF,0
NC,11,Jo SiffertSIF,March Ford,3,DNF,0
NC,24,Emerson FittipaldiFIT,Lotus Ford,1,DNF,0
