Pos,No,Driver,Car,Time
1,5,Jim ClarkCLA,Lotus Climax,1:47.560
2,9,Chris AmonAMO,Ferrari,1:48.040
3,11,Dan GurneyGUR,Eagle Climax,1:48.100
4,6,Graham HillHIL,Lotus Climax,1:48.740
5,1,Jack BrabhamBRA,Brabham Repco,1:49.080
6,2,Denny HulmeHUL,Brabham Repco,1:49.460
7,3,John SurteesSUR,Honda,1:49.800
8,14,Bruce McLarenMCL,McLaren BRM,1:50.060
9,18,Moises SolanaSOL,Lotus Climax,1:50.520
10,15,Jo SiffertSIF,Cooper Maserati,1:51.890
11,8,Mike SpenceSPE,BRM,1:52.250
12,7,Jackie StewartSTE,BRM,1:52.340
13,21,Pedro RodriguezROD,Cooper Maserati,1:52.850
14,22,Jean-Pierre BeltoiseBEL,Matra Ford,1:53.080
15,17,Chris   IrwinIRW,Lotus BRM,1:54.380
16,12,Jonathan  Williams WIL,Ferrari,1:54.800
17,16,Jo BonnierBON,Cooper Maserati,1:55.570
18,10,Mike  Fisher FIS,Lotus BRM,1:57.410
19,19,Guy  Ligier LIG,Cooper Maserati,1:58.450
