Pos,No,Driver,Car,Time
1,3,Jim ClarkCLA,Lotus Climax,1:22.400
2,4,Graham HillHIL,Lotus Climax,1:22.700
3,2,Denny HulmeHUL,Brabham Repco,1:23.200
4,20,Chris AmonAMO,Ferrari,1:23.300
5,10,Dan GurneyGUR,Eagle Climax,1:23.400
6,19,Bruce McLarenMCL,McLaren BRM,1:23.500
7,1,Jack BrabhamBRA,Brabham Repco,1:24.700
8,71,Jochen RindtRIN,Cooper Maserati,1:24.900
9,15,Jackie StewartSTE,BRM,1:25.400
10,16,Mike SpenceSPE,BRM,1:25.800
11,17,Chris   IrwinIRW,Lotus BRM,1:26.000
12,12,David   HobbsHOB,BRM,1:26.200
13,8,Richard AttwoodATT,Cooper Maserati,1:27.100
14,9,Jo BonnierBON,Cooper Maserati,1:27.300
15,11,Al  Pease PEA,Eagle Climax,1:30.100
16,5,Eppie   WietzesWIE,Lotus Climax,1:30.800
17,6,Mike  Fisher FIS,Lotus BRM,1:31.900
