Pos,No,Driver,Car,Time
1,8,Jack BrabhamBRA,Brabham Repco,1:27.600
2,18,Lorenzo BandiniBAN,Ferrari,1:28.300
3,7,John SurteesSUR,Honda,1:28.400
4,9,Denny HulmeHUL,Brabham Repco,1:28.800
5,12,Jim ClarkCLA,Lotus Climax,1:28.800
6,10,Jackie StewartSTE,BRM,1:29.000
7,23,Dan GurneyGUR,Eagle Climax,1:29.300
8,14,Graham HillHIL,Lotus Climax,1:29.900
9,17,Jo SiffertSIF,Cooper Maserati,1:30.000
10,16,Bruce McLarenMCL,McLaren BRM,1:30.000
11,2,Johnny  Servoz-Gavin SER,Matra Ford,1:30.400
12,5,Mike SpenceSPE,BRM,1:30.600
13,6,Piers   CourageCOU,Lotus BRM,1:30.600
14,20,Chris AmonAMO,Ferrari,1:30.700
15,4,Jochen RindtRIN,Cooper Maserati,1:30.800
16,11,Pedro RodriguezROD,Cooper Maserati,1:32.400
