Pos,No,Driver,Car,Time
1,3,Jim ClarkCLA,Lotus Climax,8:04.100
2,2,Denny HulmeHUL,Brabham Repco,8:13.500
3,11,Jackie StewartSTE,BRM,8:15.200
4,9,Dan GurneyGUR,Eagle Climax,8:16.900
5,10,Bruce McLarenMCL,Eagle Climax,8:17.700
6,7,John SurteesSUR,Honda,8:18.200
7,1,Jack BrabhamBRA,Brabham Repco,8:18.900
8,8,Chris AmonAMO,Ferrari,8:20.400
9,5,Jochen RindtRIN,Cooper Maserati,8:20.900
10,6,Pedro RodriguezROD,Cooper Maserati,8:22.200
11,12,Mike SpenceSPE,BRM,8:26.500
12,14,Jo SiffertSIF,Cooper Maserati,8:31.400
13,4,Graham HillHIL,Lotus Climax,8:31.700
14,17,Hubert  Hahne HAH,Lola BMW,8:32.800
15,18,Chris   IrwinIRW,Lotus BRM,8:41.600
16,16,Jo BonnierBON,Cooper Maserati,8:47.800
17,15,Guy  Ligier LIG,Cooper Maserati,9:14.400
18,29,Jacky IckxICK,Matra Ford,
19,24,Jackie OliverOLI,Lotus Climax,
20,22,Alan  Rees REE,Brabham Repco,
21,23,Jo  Schlesser SCH,Matra Ford,
22,27,David   HobbsHOB,Lola BMW,
23,26,Kurt  Ahrens AHR,Protos Cosworth,
24,20,Gerhard MitterMIT,Brabham Repco,
25,25,Brian HartHAR,Protos Cosworth,
