Pos,No,Driver,Car,Time
1,6,Graham HillHIL,Lotus Climax,1:05.480
2,5,Jim ClarkCLA,Lotus Climax,1:06.070
3,11,Dan GurneyGUR,Eagle Climax,1:06.640
4,9,Chris AmonAMO,Ferrari,1:06.650
5,1,Jack BrabhamBRA,Brabham Repco,1:06.730
6,2,Denny HulmeHUL,Brabham Repco,1:07.450
7,18,Moises SolanaSOL,Lotus Climax,1:07.880
8,4,Jochen RindtRIN,Cooper Maserati,1:07.990
9,14,Bruce McLarenMCL,McLaren BRM,1:08.050
10,7,Jackie StewartSTE,BRM,1:08.090
11,3,John SurteesSUR,Honda,1:08.130
12,15,Jo SiffertSIF,Cooper Maserati,1:08.250
13,8,Mike SpenceSPE,BRM,1:09.010
14,17,Chris   IrwinIRW,Lotus BRM,1:09.640
15,16,Jo BonnierBON,Cooper Maserati,1:09.780
16,21,Jacky IckxICK,Cooper Maserati,1:09.940
17,19,Guy  Ligier LIG,Cooper Maserati,1:11.320
18,22,Jean-Pierre BeltoiseBEL,Matra Ford,1:12.050
