Pos,No,Driver,Car,Time
1,20,Jim ClarkCLA,Lotus Climax,1:28.500
2,16,Jack BrabhamBRA,Brabham Repco,1:28.800
3,4,Bruce McLarenMCL,McLaren BRM,1:29.310
4,2,Chris AmonAMO,Ferrari,1:29.350
5,8,Dan GurneyGUR,Eagle Climax,1:29.380
6,18,Denny HulmeHUL,Brabham Repco,1:29.460
7,34,Jackie StewartSTE,BRM,1:29.600
8,22,Graham HillHIL,Lotus Climax,1:29.700
9,14,John SurteesSUR,Honda,1:30.300
10,10,Ludovico ScarfiottiSCA,Eagle Climax,1:30.800
11,30,Jochen RindtRIN,Cooper Maserati,1:31.300
12,36,Mike SpenceSPE,BRM,1:32.100
13,6,Jo SiffertSIF,Cooper Maserati,1:32.300
14,26,Jo BonnierBON,Cooper Maserati,1:32.500
15,32,Jacky IckxICK,Cooper Maserati,1:33.000
16,38,Chris   IrwinIRW,Lotus BRM,1:33.200
17,24,Giancarlo BaghettiBAG,Lotus Climax,1:35.200
18,12,Guy  Ligier LIG,Cooper Maserati,1:37.300
