Pos,No,Driver,Car,Time
1,6,Graham HillHIL,Lotus Climax,1:24.600
2,15,Dan GurneyGUR,Eagle Climax,1:25.100
3,8,Jack BrabhamBRA,Brabham Repco,1:25.600
4,12,Jochen RindtRIN,Cooper Maserati,1:26.500
5,14,Pedro RodriguezROD,Cooper Maserati,1:26.580
6,7,John SurteesSUR,Honda,1:26.650
7,2,Denny HulmeHUL,Brabham Repco,1:26.650
8,5,Jim ClarkCLA,Lotus Climax,1:26.800
9,3,Chris AmonAMO,Ferrari,1:26.900
10,4,Mike  Parkes PAR,Ferrari,1:27.000
11,9,Jackie StewartSTE,BRM,1:27.200
12,10,Mike SpenceSPE,BRM,1:27.400
13,18,Chris   IrwinIRW,Lotus BRM,1:27.500
14,17,Bruce McLarenMCL,McLaren BRM,1:27.700
15,22,Ludovico ScarfiottiSCA,Ferrari,1:27.900
16,20,Jo SiffertSIF,Cooper Maserati,1:28.800
17,21,Bob AndersonAND,Brabham Climax,1:29.000
