Pos,No,Driver,Car,Time
1,1,Jack BrabhamBRA,Brabham Repco,1:28.300
2,2,Denny HulmeHUL,Brabham Repco,1:28.900
3,7,Jim ClarkCLA,Lotus Climax,1:29.000
4,4,Pedro RodriguezROD,Cooper Maserati,1:29.100
5,17,John LoveLOV,Cooper Climax,1:29.500
6,11,John SurteesSUR,Honda,1:29.600
7,3,Jochen RindtRIN,Cooper Maserati,1:30.200
8,19,Dave CharltonCHA,Brabham Climax,1:30.200
9,5,Jackie StewartSTE,BRM,1:30.300
10,14,Bob AndersonAND,Brabham Climax,1:30.600
11,9,Dan GurneyGUR,Eagle Climax,1:30.700
12,15,Jo BonnierBON,Cooper Maserati,1:31.800
13,6,Mike SpenceSPE,BRM,1:32.100
14,18,Sam TingleTIN,LDS Climax,1:32.400
15,8,Graham HillHIL,Lotus Climax,1:32.600
16,12,Jo SiffertSIF,Cooper Maserati,1:32.800
17,20,Luki  Botha BOT,Brabham Climax,1:33.100
18,16,Piers   CourageCOU,Lotus BRM,1:33.800
