Pos,No,Driver,Car,Time
1,21,Jim ClarkCLA,Lotus Climax,3:28.100
2,36,Dan GurneyGUR,Eagle Climax,3:31.200
3,22,Graham HillHIL,Lotus Climax,3:32.900
4,29,Jochen RindtRIN,Cooper Maserati,3:34.300
5,1,Chris AmonAMO,Ferrari,3:34.300
6,14,Jackie StewartSTE,BRM,3:34.800
7,25,Jack BrabhamBRA,Brabham Repco,3:35.000
8,3,Mike  Parkes PAR,Ferrari,3:36.600
9,2,Ludovico ScarfiottiSCA,Ferrari,3:37.700
10,7,John SurteesSUR,Honda,3:38.400
11,12,Mike SpenceSPE,BRM,3:38.500
12,39,Jo BonnierBON,Cooper Maserati,3:39.100
13,21,Pedro RodriguezROD,Cooper Maserati,3:39.500
14,26,Denny HulmeHUL,Brabham Repco,3:40.300
15,17,Chris   IrwinIRW,Lotus BRM,3:44.400
16,34,Jo SiffertSIF,Cooper Maserati,3:45.400
17,19,Bob AndersonAND,Brabham Climax,3:49.500
18,32,Guy  Ligier LIG,Cooper Maserati,4:01.200
