Pos,No,Driver,Car,Time
1,30,Juan Manuel FangioFAN,Lanica Ferrari,1:42.500
2,32,Eugenio CastellottiCAS,Lanica Ferrari,1:44.700
3,34,Luigi MussoMUS,Lanica Ferrari,1:44.700
4,4,Jean BehraBEH,Maserati,1:45.100
5,12,Jose Froilan GonzalezGON,Maserati,1:45.200
6,6,Carlos MenditeguyMEN,Maserati,1:45.600
7,2,Stirling MossMOS,Maserati,1:45.900
8,14,Mike HawthornHAW,Maserati,1:47.400
9,36,Peter CollinsCOL,Lanica Ferrari,1:47.700
10,38,Olivier  GendebienGEN,Lanica Ferrari,1:50.400
11,10,Chico LandiLAN,Maserati,1:52.100
12,8,Luigi PiottiPIO,Maserati,1:57.900
13,16,Alberto UriaURI,Maserati,
