Pos,No,Driver,Car,Time
1,7,Stirling MossMOS,Maserati,1:41.000
2,1,Juan Manuel FangioFAN,Lanica Ferrari,1:41.000
3,23,Mike HawthornHAW,Maserati,1:43.000
4,2,Peter CollinsCOL,Lanica Ferrari,1:43.000
5,16,Harry SchellSCH,Vanwall,1:44.000
6,18,Jose Froilan GonzalezGON,Vanwall,1:44.000
7,28,Roy SalvadoriSAL,Maserati,1:44.000
8,3,Eugenio CastellottiCAS,Lanica Ferrari,1:44.000
9,24,Tony BrooksBRO,Maserati,1:45.000
10,19,Archie  Scott-Brown SCO,Connaught Alta,1:45.000
11,20,Desmond   TitteringtonTIT,Connaught Alta,1:46.000
12,4,Alfonso de Portago DEP,Lanica Ferrari,1:47.000
13,8,Jean BehraBEH,Maserati,1:47.000
14,31,Horace  Gould GOU,Maserati,1:48.000
15,9,Cesare PerdisaPER,Maserati,1:49.000
16,17,Maurice  TrintignantTRI,Vanwall,1:49.000
17,25,Ron FlockhartFLO,Maserati,1:49.000
18,15,Robert  ManzonMAN,Gordini,1:49.000
19,11,Luigi  VilloresiVIL,Maserati,1:50.000
20,29,Bruce  Halford HAL,Maserati,1:51.000
21,21,Jack  FairmanFAI,Connaught Alta,1:51.000
22,26,Bob  GerardGER,Cooper Bristol,1:53.000
23,32,Paul  Emery EME,Emeryson Alta,1:54.000
24,12,Umberto  MaglioliMAG,Maserati,1:54.000
25,10,Paco  GodiaGOD,Maserati,1:55.000
26,14,Hermano da Silva RamosDAS,Gordini,1:56.000
27,27,Louis  RosierROS,Maserati,1:59.000
28,30,Jack BrabhamBRA,Maserati,2:01.000
