Pos,No,Driver,Car,Time
1,22,Juan Manuel FangioFAN,Lanica Ferrari,2:42.600
2,24,Eugenio CastellottiCAS,Lanica Ferrari,2:43.400
3,28,Luigi MussoMUS,Lanica Ferrari,2:43.700
4,16,Piero  TaruffiTAR,Vanwall,2:45.400
5,32,Jean BehraBEH,Maserati,2:45.600
6,36,Stirling MossMOS,Maserati,2:45.900
7,26,Peter CollinsCOL,Lanica Ferrari,2:46.000
8,34,Luigi  VilloresiVIL,Maserati,2:47.700
9,30,Alfonso de Portago DEP,Lanica Ferrari,2:47.800
10,18,Harry SchellSCH,Vanwall,2:50.100
11,20,Maurice  TrintignantTRI,Vanwall,2:51.600
12,46,Umberto  MaglioliMAG,Maserati,2:52.700
13,44,Roy SalvadoriSAL,Maserati,2:54.600
14,40,Luigi PiottiPIO,Maserati,2:58.400
15,6,Jack  FairmanFAI,Connaught Alta,2:59.200
16,42,Gerino  Gerini GER,Maserati,3:02.600
17,38,Paco  GodiaGOD,Maserati,3:02.900
18,14,Toulo de GraffenriedDEG,Maserati,3:03.300
19,2,Les  Leston LES,Connaught Alta,3:04.300
20,8,Hermano da Silva RamosDAS,Gordini,3:04.800
21,48,Bruce  Halford HAL,Maserati,3:05.000
22,10,Robert  ManzonMAN,Gordini,3:06.600
23,4,Ron FlockhartFLO,Connaught Alta,3:08.100
24,12,Andre  SimonSIM,Gordini,3:13.300
