Pos,No,Driver,Car,Time
1,20,Juan Manuel FangioFAN,Lanica Ferrari,1:44.000
2,28,Stirling MossMOS,Maserati,1:44.600
3,22,Eugenio CastellottiCAS,Lanica Ferrari,1:44.900
4,30,Jean BehraBEH,Maserati,1:45.300
5,16,Harry SchellSCH,Vanwall,1:45.600
6,14,Maurice  TrintignantTRI,Vanwall,1:45.600
7,32,Cesare PerdisaPER,Maserati,1:46.000
8,24,Luigi MussoMUS,Lanica Ferrari,1:46.800
9,26,Peter CollinsCOL,Lanica Ferrari,1:47.000
11,4,Elie BayolBAY,Gordini,1:50.000
12,2,Robert  ManzonMAN,Gordini,1:50.300
14,6,Hermano da Silva RamosDAS,Gordini,1:50.600
15,8,Louis  RosierROS,Maserati,1:51.600
16,18,Horace  Gould GOU,Maserati,1:51.700
