Pos,No,Driver,Car,Time
1,10,Juan Manuel FangioFAN,Lanica Ferrari,2:23.300
2,12,Eugenio CastellottiCAS,Lanica Ferrari,2:24.600
3,14,Peter CollinsCOL,Lanica Ferrari,2:24.900
4,22,Harry SchellSCH,Vanwall,2:26.100
5,26,Colin  Chapman CHA,Vanwall,2:26.800
6,24,Mike HawthornHAW,Vanwall,2:27.000
7,4,Jean BehraBEH,Maserati,2:27.800
8,2,Stirling MossMOS,Maserati,2:29.900
9,16,Alfonso de Portago DEP,Lanica Ferrari,2:32.800
10,38,Luigi  VilloresiVIL,Maserati,2:33.300
11,44,Olivier  GendebienGEN,Lanica Ferrari,2:34.500
12,36,Louis  RosierROS,Maserati,2:35.300
13,6,Cesare PerdisaPER,Maserati,2:35.600
14,32,Hermano da Silva RamosDAS,Gordini,2:35.900
15,30,Robert  ManzonMAN,Gordini,2:36.000
16,8,Piero  TaruffiTAR,Maserati,2:37.500
17,40,Paco  GodiaGOD,Maserati,2:40.000
18,28,Maurice  TrintignantTRI,Bugatti,2:41.900
19,34,Andre PilettePIL,Gordini,2:46.800
20,42,Andre  SimonSIM,Maserati,2:47.900
