Pos,No,Driver,Car,Time
1,2,Juan Manuel FangioFAN,Lanica Ferrari,4:09.800
2,30,Stirling MossMOS,Maserati,4:14.700
3,8,Peter CollinsCOL,Lanica Ferrari,4:15.300
4,32,Jean BehraBEH,Maserati,4:16.000
5,4,Eugenio CastellottiCAS,Lanica Ferrari,4:16.000
6,10,Harry SchellSCH,Vanwall,4:19.000
7,12,Maurice  TrintignantTRI,Vanwall,4:22.800
8,6,Paul FrereFRE,Lanica Ferrari,4:23.200
9,34,Cesare PerdisaPER,Maserati,4:35.700
10,24,Louis  RosierROS,Maserati,4:35.900
11,22,Luigi  VilloresiVIL,Maserati,4:37.200
12,28,Piero  Scotti SCO,Connaught Alta,4:41.900
13,36,Paco  GodiaGOD,Maserati,4:49.800
14,26,Horace  Gould GOU,Maserati,4:50.400
15,20,Andre PilettePIL,Lanica Ferrari,4:51.900
