Pos,No,Driver,Car,Time
1,8,Pat FlahertyFLA,Kurtis Kraft Offenhauser,4:07.260
2,24,Jim RathmannRAT,Kurtis Kraft Offenhauser,4:08.700
3,7,Pat  O'ConnorO'C,Kurtis Kraft Offenhauser,4:08.310
4,73,Dick RathmannRAT,Kurtis Kraft Offenhauser,4:08.720
5,99,Tony  BettenhausenBET,Kurtis Kraft Offenhauser,4:08.960
6,98,Johnnie  ParsonsPAR,Kuzma Offenhauser,4:09.750
7,42,Fred AgabashianAGA,Kurtis Kraft Offenhauser,4:09.880
8,29,Paul RussoRUS,Kurtis Kraft Novi,4:10.790
9,5,Andy LindenLIN,Kurtis Kraft Offenhauser,4:11.650
10,1,Bob SweikertSWE,Kuzma Offenhauser,4:11.690
11,53,Troy RuttmanRUT,Kurtis Kraft Offenhauser,4:12.660
12,15,Johnny  BoydBOY,Kurtis Kraft Offenhauser,4:12.920
13,4,Sam HanksHAN,Kurtis Kraft Offenhauser,4:13.430
14,10,Ed  ElisianELI,Kurtis Kraft Offenhauser,4:14.630
15,19,Rodger WardWAR,Kurtis Kraft Offenhauser,4:15.010
16,48,Jimmy  DaywaltDAY,Kurtis Kraft Offenhauser,4:15.360
17,49,Ray  CrawfordCRA,Kurtis Kraft Offenhauser,4:15.530
18,88,Johnny ThomsonTHO,Kuzma Offenhauser,4:07.340
19,2,Jimmy BryanBRY,Kuzma Offenhauser,4:10.450
20,89,Keith  AndrewsAND,Kurtis Kraft Offenhauser,4:11.790
21,26,Jimmy ReeceREE,Lesovsky Offenhauser,4:11.950
22,82,Gene HartleyHAR,Kuzma Offenhauser,4:12.020
23,14,Bob  VeithVEI,Kurtis Kraft Offenhauser,4:12.570
24,54,Jack  TurnerTUR,Kurtis Kraft Offenhauser,4:12.820
25,57,Bob  ChristieCHR,Kurtis Kraft Offenhauser,4:13.100
26,16,Don  FreelandFRE,Phillips Offenhauser,4:14.060
27,12,Al  HermanHER,Kurtis Kraft Offenhauser,4:14.220
28,55,Al  KellerKEL,Kurtis Kraft Offenhauser,4:14.970
29,41,Billy  GarrettGAR,Kuzma Offenhauser,4:16.120
30,27,Cliff GriffithGRI,Stevens Offenhauser,4:14.470
31,34,Johnnie  TolanTOL,Kurtis Kraft Offenhauser,4:17.030
32,81,Eddie JohnsonJOH,Kuzma Offenhauser,4:18.820
33,64,Duke DinsmoreDIN,Kurtis Kraft Offenhauser,4:20.060
