Pos,No,Driver,Car,Time
1,34,Alberto AscariASC,Lancia,2:18.100
2,2,Juan Manuel FangioFAN,Maserati,2:19.100
3,38,Mike HawthornHAW,Ferrari,2:20.600
5,36,Luigi  VilloresiVIL,Lancia,2:21.000
6,8,Stirling MossMOS,Maserati,2:21.100
7,14,Luigi MussoMUS,Maserati,2:21.500
8,40,Maurice  TrintignantTRI,Ferrari,2:21.900
9,6,Hans  HerrmannHER,Mercedes-Benz,2:21.900
10,12,Sergio MantovaniMAN,Maserati,2:22.000
11,10,Roberto MieresMIE,Maserati,2:22.300
12,4,Karl KlingKLI,Mercedes-Benz,2:23.400
13,16,Paco  GodiaGOD,Maserati,2:24.200
14,28,Ken  WhartonWHA,Maserati,2:25.700
15,18,Prince BiraBIR,Maserati,2:26.100
16,48,Jacques  PolletPOL,Gordini,2:27.400
17,20,Robert  ManzonMAN,Maserati,2:27.500
19,30,Jacques SwatersSWA,Ferrari,2:28.000
20,26,Louis  RosierROS,Maserati,2:29.800
21,22,Toulo de GraffenriedDEG,Maserati,2:29.800
