Pos,No,Driver,Car,Time
1,18,Juan Manuel FangioFAN,Mercedes-Benz,2:29.400
2,20,Karl KlingKLI,Mercedes-Benz,2:30.400
3,10,Alberto AscariASC,Maserati,2:30.500
4,2,Jose Froilan GonzalezGON,Ferrari,2:30.600
5,12,Onofre MarimonMAR,Maserati,2:31.600
6,46,Prince BiraBIR,Maserati,2:35.100
7,22,Hans  HerrmannHER,Mercedes-Benz,2:35.300
8,6,Mike HawthornHAW,Ferrari,2:35.600
9,4,Maurice  TrintignantTRI,Maserati,2:36.100
10,44,Roy SalvadoriSAL,Maserati,2:36.300
11,16,Roberto MieresMIE,Maserati,2:38.700
12,34,Robert  ManzonMAN,Maserati,2:42.000
13,36,Louis  RosierROS,Maserati,2:42.100
14,14,Luigi  VilloresiVIL,Maserati,2:42.700
15,32,Lance MacklinMAC,HWM Alta,2:52.500
16,42,Ken  WhartonWHA,Maserati,3:09.300
17,24,Jean BehraBEH,Gordini,
18,26,Jacques  PolletPOL,Gordini,
19,28,Paul FrereFRE,Gordini,
20,30,Georges BergerBER,Gordini,
21,48,Harry SchellSCH,Maserati,
