Pos,No,Driver,Car,Time
1,16,Juan Manuel FangioFAN,Mercedes-Benz,1:59.000
2,34,Alberto AscariASC,Lancia,1:59.200
3,28,Stirling MossMOS,Maserati,1:59.300
4,14,Karl KlingKLI,Mercedes-Benz,1:59.600
5,32,Jose Froilan GonzalezGON,Ferrari,2:00.000
6,22,Luigi  VilloresiVIL,Maserati,2:00.200
7,40,Mike HawthornHAW,Ferrari,2:00.200
8,12,Hans  HerrmannHER,Mercedes-Benz,2:01.400
9,18,Sergio MantovaniMAN,Maserati,2:01.600
10,24,Roberto MieresMIE,Maserati,2:01.700
11,30,Maurice  TrintignantTRI,Maserati,2:02.300
12,44,Jean BehraBEH,Gordini,2:02.400
13,38,Umberto  MaglioliMAG,Ferrari,2:03.500
14,20,Luigi MussoMUS,Maserati,2:03.500
15,6,Robert  ManzonMAN,Maserati,2:04.700
16,10,Peter CollinsCOL,Vanwall,2:05.200
17,46,Clemar BucciBUC,Gordini,2:05.500
18,42,Fred WackerWAC,Gordini,2:08.000
19,8,Jorge DaponteDAP,Maserati,2:09.500
20,26,Louis  RosierROS,Maserati,2:11.000
