Pos,No,Driver,Car,Time
1,1,Juan Manuel FangioFAN,Mercedes-Benz,1:45.000
2,9,Jose Froilan GonzalezGON,Ferrari,1:46.000
3,11,Mike HawthornHAW,Ferrari,1:46.000
4,7,Stirling MossMOS,Maserati,1:47.000
5,17,Jean BehraBEH,Gordini,1:48.000
6,2,Karl KlingKLI,Mercedes-Benz,1:48.000
7,5,Roy SalvadoriSAL,Maserati,1:48.000
8,10,Maurice  TrintignantTRI,Ferrari,1:48.000
9,8,Ken  WhartonWHA,Maserati,1:49.000
10,6,Prince BiraBIR,Maserati,1:49.000
11,20,Peter CollinsCOL,Vanwall,1:50.000
12,19,Andre PilettePIL,Gordini,1:51.000
13,18,Clemar BucciBUC,Gordini,1:52.000
14,12,Reg  ParnellPAR,Ferrari,1:52.000
15,14,Robert  ManzonMAN,Maserati,1:52.000
16,3,Harry SchellSCH,Maserati,1:53.000
17,25,Don BeaumanBEA,Connaught Lea Francis,1:55.000
18,29,Bob  GerardGER,Cooper Bristol,1:55.000
19,22,Bill WhitehouseWHI,Connaught Lea Francis,1:56.000
20,28,Horace  Gould GOU,Cooper Bristol,1:56.000
21,24,John Riseley-PrichardRIS,Connaught Lea Francis,1:58.000
22,23,Leslie MarrMAR,Connaught Lea Francis,1:58.000
23,26,Leslie ThorneTHO,Connaught Lea Francis,1:59.000
24,21,Peter  WhiteheadWHI,Cooper Alta,2:00.000
25,30,Eric  BrandonBRA,Cooper Bristol,2:05.000
27,32,Luigi  VilloresiVIL,Maserati,
28,33,Onofre MarimonMAR,Maserati,
30,31,Alberto AscariASC,Maserati,
31,15,Louis  RosierROS,Maserati,
32,4,Roberto MieresMIE,Maserati,
