Pos,No,Driver,Car,Time
1,2,Jack McGrathMCG,Kurtis Kraft Offenhauser,4:15.260
2,19,Jimmy  DaywaltDAY,Kurtis Kraft Offenhauser,4:17.530
3,9,Jimmy BryanBRY,Kuzma Offenhauser,4:17.760
4,43,Johnny ThomsonTHO,Stevens Offenhauser,4:19.390
5,98,Chuck  StevensonSTE,Kuzma Offenhauser,4:19.410
6,7,Don  FreelandFRE,Phillips Offenhauser,4:20.230
7,25,Jimmy ReeceREE,Pankratz Offenhauser,4:20.280
8,16,Duane CarterCAR,Kurtis Kraft Offenhauser,4:20.420
9,17,Bob SweikertSWE,Kurtis Kraft Offenhauser,4:20.480
10,1,Sam HanksHAN,Kurtis Kraft Offenhauser,4:20.880
11,34,Troy RuttmanRUT,Kurtis Kraft Offenhauser,4:21.370
12,35,Pat  O'ConnorO'C,Kurtis Kraft Offenhauser,4:20.710
13,24,Cal  NidayNID,Stevens Offenhauser,4:17.460
14,73,Mike NazarukNAZ,Kurtis Kraft Offenhauser,4:17.900
15,15,Johnnie  ParsonsPAR,Kurtis Kraft Offenhauser,4:17.920
16,12,Rodger WardWAR,Pawl Offenhauser,4:18.440
17,31,Gene HartleyHAR,Kurtis Kraft Offenhauser,4:18.880
18,51,Bill HomeierHOM,Kurtis Kraft Offenhauser,4:19.090
19,14,Bill  Vukovich VUK,Kurtis Kraft Offenhauser,4:19.970
20,32,Ernie McCoyMCC,Kurtis Kraft Offenhauser,4:20.080
21,10,Tony  BettenhausenBET,Kurtis Kraft Offenhauser,4:20.350
22,88,Manny AyuloAYU,Kuzma Offenhauser,4:20.560
23,74,Andy LindenLIN,Schroeder Offenhauser,4:21.210
24,77,Fred AgabashianAGA,Kurtis Kraft Offenhauser,4:21.350
25,28,Larry CrockettCRO,Kurtis Kraft Offenhauser,4:17.960
26,33,Len DuncanDUN,Schroeder Offenhauser,4:18.590
27,45,Art CrossCRO,Kurtis Kraft Offenhauser,4:19.600
28,38,Jim RathmannRAT,Kurtis Kraft Offenhauser,4:20.440
29,65,Spider WebbWEB,Bromme Offenhauser,4:20.910
30,99,Jerry  HoytHOY,Kurtis Kraft Offenhauser,4:21.200
31,27,Ed  ElisianELI,Stevens Offenhauser,4:21.260
32,5,Paul RussoRUS,Kurtis Kraft Offenhauser,4:21.480
33,71,Frank ArmiARM,Kurtis Kraft Offenhauser,4:21.490
