Pos,No,Driver,Car,Time
1,10,Nino FarinaFAR,Ferrari,1:44.800
2,12,Jose Froilan GonzalezGON,Ferrari,1:44.900
3,2,Juan Manuel FangioFAN,Maserati,1:45.600
4,14,Mike HawthornHAW,Ferrari,1:47.000
5,26,Maurice  TrintignantTRI,Maserati,1:47.400
6,4,Onofre MarimonMAR,Maserati,1:47.400
8,32,Roberto MieresMIE,Maserati,1:49.000
9,8,Prince BiraBIR,Maserati,1:49.300
10,28,Harry SchellSCH,Maserati,1:50.000
11,16,Umberto  MaglioliMAG,Ferrari,1:50.200
12,30,Toulo de GraffenriedDEG,Maserati,1:51.000
13,24,Louis  RosierROS,Maserati,1:51.600
14,20,Elie BayolBAY,Gordini,1:52.600
15,22,Roger LoyerLOY,Gordini,1:52.600
16,18,Jean BehraBEH,Gordini,1:53.000
17,34,Jorge DaponteDAP,Maserati,1:56.700
