Pos,No,Driver,Car,Time
1,18,Juan Manuel FangioFAN,Mercedes-Benz,9:50.100
2,3,Mike HawthornHAW,Ferrari,9:53.300
3,16,Stirling MossMOS,Maserati,10:00.700
4,20,Hans  HerrmannHER,Mercedes-Benz,10:01.500
5,1,Jose Froilan GonzalezGON,Ferrari,10:01.800
6,10,Paul FrereFRE,Gordini,10:05.900
7,2,Maurice  TrintignantTRI,Ferrari,10:07.500
9,9,Jean BehraBEH,Gordini,10:11.900
11,21,Hermann LangLAN,Mercedes-Benz,10:13.100
12,24,Robert  ManzonMAN,Maserati,10:16.100
13,4,Piero  TaruffiTAR,Ferrari,10:23.000
14,15,Harry SchellSCH,Maserati,10:28.700
15,7,Sergio MantovaniMAN,Maserati,10:39.100
16,11,Clemar BucciBUC,Gordini,10:43.700
17,8,Roberto MieresMIE,Maserati,10:47.000
18,25,Louis  RosierROS,Maserati,11:04.300
19,8,Prince BiraBIR,Maserati,11:10.300
20,12,Andre PilettePIL,Gordini,11:13.400
21,22,Theo HelfrichHEL,Klenk BMW,11:18.300
23,19,Karl KlingKLI,Mercedes-Benz,
