Pos,No,Driver,Car,Time
1,26,Juan Manuel FangioFAN,Maserati,4:22.100
2,6,Jose Froilan GonzalezGON,Ferrari,4:23.600
3,4,Nino FarinaFAR,Ferrari,4:26.000
4,28,Onofre MarimonMAR,Maserati,4:27.600
5,10,Mike HawthornHAW,Ferrari,4:29.400
6,8,Maurice  TrintignantTRI,Ferrari,4:30.000
7,12,Jean BehraBEH,Gordini,4:34.500
8,18,Andre PilettePIL,Gordini,4:40.000
9,22,Stirling MossMOS,Maserati,4:40.800
10,16,Paul FrereFRE,Gordini,4:42.000
11,30,Sergio MantovaniMAN,Maserati,4:43.200
12,24,Roberto MieresMIE,Maserati,4:43.800
13,20,Prince BiraBIR,Maserati,4:46.500
14,2,Jacques SwatersSWA,Ferrari,4:54.200
