Pos,No,Driver,Car,Time,Gap,Laps
1,19,Felipe MassaMAS,Williams Mercedes,1:40.660,,4
2,18,Lance StrollSTR,Williams Mercedes,1:40.888,+0.228s,4
3,27,Nico HulkenbergHUL,Renault,1:41.491,+0.831s,4
4,55,Carlos SainzSAI,Toro Rosso,1:41.515,+0.855s,5
5,30,Jolyon PalmerPAL,Renault,1:44.369,+3.709s,4
6,9,Marcus EricssonERI,Sauber Ferrari,1:44.701,+4.041s,3
7,26,Daniil KvyatKVY,Toro Rosso,1:45.033,+4.373s,4
8,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,,,1
9,33,Max VerstappenVER,Red Bull Racing TAG Heuer,,,1
10,5,Sebastian VettelVET,Ferrari,,,3
11,7,Kimi RäikkönenRAI,Ferrari,,,4
12,14,Fernando AlonsoALO,McLaren Honda,,,2
13,2,Stoffel VandoorneVAN,McLaren Honda,,,4
14,8,Romain GrosjeanGRO,Haas Ferrari,,,1
15,20,Kevin MagnussenMAG,Haas Ferrari,,,1
16,31,Esteban OconOCO,Force India Mercedes,,,2
17,94,Pascal WehrleinWEH,Sauber Ferrari,,,2
18,77,Valtteri BottasBOT,Mercedes,,,1
19,11,Sergio PerezPER,Force India Mercedes,,,1
20,44,Lewis HamiltonHAM,Mercedes,,,1
