Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:09.281,,24
2,44,Lewis HamiltonHAM,Mercedes,1:09.284,+0.003s,26
3,7,Kimi RäikkönenRAI,Ferrari,1:09.326,+0.045s,20
4,5,Sebastian VettelVET,Ferrari,1:09.339,+0.058s,21
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:10.244,+0.963s,14
6,14,Fernando AlonsoALO,McLaren Honda,1:10.288,+1.007s,15
7,11,Sergio PerezPER,Force India Mercedes,1:10.322,+1.041s,21
8,31,Esteban OconOCO,Force India Mercedes,1:10.357,+1.076s,23
9,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:10.495,+1.214s,9
10,55,Carlos SainzSAI,Renault,1:10.599,+1.318s,23
11,2,Stoffel VandoorneVAN,McLaren Honda,1:10.637,+1.356s,21
12,19,Felipe MassaMAS,Williams Mercedes,1:10.671,+1.390s,14
13,20,Kevin MagnussenMAG,Haas Ferrari,1:10.721,+1.440s,19
14,27,Nico HulkenbergHUL,Renault,1:10.743,+1.462s,18
15,8,Romain GrosjeanGRO,Haas Ferrari,1:10.762,+1.481s,20
16,10,Pierre GaslyGAS,Toro Rosso,1:10.981,+1.700s,32
17,28,Brendon HartleyHAR,Toro Rosso,1:11.085,+1.804s,30
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:11.126,+1.845s,25
19,9,Marcus EricssonERI,Sauber Ferrari,1:11.480,+2.199s,27
20,18,Lance StrollSTR,Williams Mercedes,,,1
