Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:41.829,,12
2,5,Sebastian VettelVET,Ferrari,1:41.901,+0.072s,13
3,44,Lewis HamiltonHAM,Mercedes,1:41.971,+0.142s,16
4,14,Fernando AlonsoALO,McLaren Honda,1:42.383,+0.554s,11
5,2,Stoffel VandoorneVAN,McLaren Honda,1:42.439,+0.610s,13
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:42.517,+0.688s,11
7,27,Nico HulkenbergHUL,Renault,1:42.549,+0.720s,10
8,77,Valtteri BottasBOT,Mercedes,1:42.592,+0.763s,16
9,7,Kimi RäikkönenRAI,Ferrari,1:42.708,+0.879s,16
10,11,Sergio PerezPER,Force India Mercedes,1:43.010,+1.181s,14
11,31,Esteban OconOCO,Force India Mercedes,1:43.109,+1.280s,15
12,55,Carlos SainzSAI,Toro Rosso,1:43.356,+1.527s,17
13,30,Jolyon PalmerPAL,Renault,1:43.368,+1.539s,11
14,26,Daniil KvyatKVY,Toro Rosso,1:43.574,+1.745s,17
15,19,Felipe MassaMAS,Williams Mercedes,1:43.724,+1.895s,17
16,20,Kevin MagnussenMAG,Haas Ferrari,1:44.041,+2.212s,16
17,18,Lance StrollSTR,Williams Mercedes,1:44.223,+2.394s,18
18,8,Romain GrosjeanGRO,Haas Ferrari,1:44.295,+2.466s,16
19,94,Pascal WehrleinWEH,Sauber Ferrari,1:45.760,+3.931s,15
20,9,Marcus EricssonERI,Sauber Ferrari,1:46.339,+4.510s,7
