Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:05.092,,18
2,44,Lewis HamiltonHAM,Mercedes,1:05.361,+0.269s,21
3,77,Valtteri BottasBOT,Mercedes,1:05.515,+0.423s,19
4,7,Kimi RäikkönenRAI,Ferrari,1:05.611,+0.519s,19
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:05.784,+0.692s,24
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:05.896,+0.804s,29
7,20,Kevin MagnussenMAG,Haas Ferrari,1:05.936,+0.844s,21
8,8,Romain GrosjeanGRO,Haas Ferrari,1:06.015,+0.923s,22
9,26,Daniil KvyatKVY,Toro Rosso,1:06.279,+1.187s,28
10,55,Carlos SainzSAI,Toro Rosso,1:06.284,+1.192s,19
11,31,Esteban OconOCO,Force India Mercedes,1:06.374,+1.282s,26
12,27,Nico HulkenbergHUL,Renault,1:06.563,+1.471s,18
13,2,Stoffel VandoorneVAN,McLaren Honda,1:06.578,+1.486s,18
14,30,Jolyon PalmerPAL,Renault,1:06.595,+1.503s,22
15,14,Fernando AlonsoALO,McLaren Honda,1:06.599,+1.507s,20
16,18,Lance StrollSTR,Williams Mercedes,1:06.776,+1.684s,22
17,19,Felipe MassaMAS,Williams Mercedes,1:06.865,+1.773s,24
18,11,Sergio PerezPER,Force India Mercedes,1:06.875,+1.783s,28
19,9,Marcus EricssonERI,Sauber Ferrari,1:07.378,+2.286s,21
20,94,Pascal WehrleinWEH,Sauber Ferrari,1:07.468,+2.376s,25
