Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:12.572,,20
2,7,Kimi RäikkönenRAI,Ferrari,1:12.864,+0.292s,19
3,44,Lewis HamiltonHAM,Mercedes,1:12.926,+0.354s,22
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:12.965,+0.393s,22
5,77,Valtteri BottasBOT,Mercedes,1:13.210,+0.638s,24
6,27,Nico HulkenbergHUL,Renault,1:13.493,+0.921s,20
7,19,Felipe MassaMAS,Williams Mercedes,1:13.527,+0.955s,22
8,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:13.545,+0.973s,35
9,31,Esteban OconOCO,Force India Mercedes,1:13.635,+1.063s,26
10,55,Carlos SainzSAI,Toro Rosso,1:13.667,+1.095s,22
11,26,Daniil KvyatKVY,Toro Rosso,1:13.788,+1.216s,23
12,14,Fernando AlonsoALO,McLaren Honda,1:13.885,+1.313s,18
13,11,Sergio PerezPER,Force India Mercedes,1:13.956,+1.384s,27
14,8,Romain GrosjeanGRO,Haas Ferrari,1:13.994,+1.422s,19
15,30,Jolyon PalmerPAL,Renault,1:14.102,+1.530s,22
16,2,Stoffel VandoorneVAN,McLaren Honda,1:14.228,+1.656s,22
17,20,Kevin MagnussenMAG,Haas Ferrari,1:14.392,+1.820s,18
18,18,Lance StrollSTR,Williams Mercedes,1:14.409,+1.837s,25
19,9,Marcus EricssonERI,Sauber Ferrari,1:14.883,+2.311s,25
20,94,Pascal WehrleinWEH,Sauber Ferrari,1:14.965,+2.393s,25
