Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:31.763,,26
2,4,Lando NorrisNOR,McLaren Mercedes,1:31.839,+0.076s,25
3,55,Carlos SainzSAI,Ferrari,1:31.952,+0.189s,27
4,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:32.097,+0.334s,22
5,22,Yuki TsunodaTSU,RB Honda RBPT,1:32.263,+0.500s,26
6,81,Oscar PiastriPIA,McLaren Mercedes,1:32.369,+0.606s,25
7,3,Daniel RicciardoRIC,RB Honda RBPT,1:32.375,+0.612s,21
8,23,Alexander AlbonALB,Williams Mercedes,1:32.451,+0.688s,25
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:32.610,+0.847s,26
10,31,Esteban OconOCO,Alpine Renault,1:32.615,+0.852s,27
11,43,Franco ColapintoCOL,Williams Mercedes,1:32.618,+0.855s,25
12,44,Lewis HamiltonHAM,Mercedes,1:32.679,+0.916s,24
13,10,Pierre GaslyGAS,Alpine Renault,1:32.694,+0.931s,27
14,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:32.767,+1.004s,22
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:32.778,+1.015s,21
16,63,George RussellRUS,Mercedes,1:33.334,+1.571s,25
17,20,Kevin MagnussenMAG,Haas Ferrari,1:33.377,+1.614s,21
18,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:33.485,+1.722s,25
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:33.585,+1.822s,24
20,27,Nico HulkenbergHUL,Haas Ferrari,1:33.797,+2.034s,24
