Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,Ferrari,1:18.713,,27
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:18.989,+0.276s,20
3,16,Charles LeclercLEC,Ferrari,1:19.011,+0.298s,29
4,63,George RussellRUS,Mercedes,1:19.137,+0.424s,28
5,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:19.180,+0.467s,24
6,4,Lando NorrisNOR,McLaren Mercedes,1:19.211,+0.498s,26
7,81,Oscar PiastriPIA,McLaren Mercedes,1:19.249,+0.536s,26
8,22,Yuki TsunodaTSU,RB Honda RBPT,1:19.260,+0.547s,26
9,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:19.265,+0.552s,25
10,44,Lewis HamiltonHAM,Mercedes,1:19.287,+0.574s,29
11,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:19.440,+0.727s,22
12,3,Daniel RicciardoRIC,RB Honda RBPT,1:19.578,+0.865s,27
13,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:19.686,+0.973s,24
14,23,Alexander AlbonALB,Williams Mercedes,1:19.794,+1.081s,22
15,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:19.804,+1.091s,28
16,2,Logan SargeantSAR,Williams Mercedes,1:19.885,+1.172s,26
17,10,Pierre GaslyGAS,Alpine Renault,1:19.976,+1.263s,26
18,31,Esteban OconOCO,Alpine Renault,1:20.023,+1.310s,26
19,20,Kevin MagnussenMAG,Haas Ferrari,1:20.295,+1.582s,27
20,50,Oliver BearmanBEA,Haas Ferrari,1:20.371,+1.658s,27
