Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:45.546,,21
2,44,Lewis HamiltonHAM,Mercedes,1:45.859,+0.313s,19
3,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:45.922,+0.376s,17
4,4,Lando NorrisNOR,McLaren Mercedes,1:46.027,+0.481s,18
5,55,Carlos SainzSAI,Ferrari,1:46.173,+0.627s,21
6,81,Oscar PiastriPIA,McLaren Mercedes,1:46.282,+0.736s,18
7,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:46.452,+0.906s,19
8,63,George RussellRUS,Mercedes,1:46.516,+0.970s,18
9,16,Charles LeclercLEC,Ferrari,1:46.608,+1.062s,11
10,3,Daniel RicciardoRIC,RB Honda RBPT,1:46.687,+1.141s,23
11,50,Oliver BearmanBEA,Haas Ferrari,1:46.973,+1.427s,23
12,27,Nico HulkenbergHUL,Haas Ferrari,1:47.135,+1.589s,20
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:47.184,+1.638s,15
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:47.640,+2.094s,18
15,22,Yuki TsunodaTSU,RB Honda RBPT,1:47.708,+2.162s,21
16,43,Franco ColapintoCOL,Williams Mercedes,1:47.901,+2.355s,12
17,23,Alexander AlbonALB,Williams Mercedes,1:47.955,+2.409s,17
18,10,Pierre GaslyGAS,Alpine Renault,1:48.712,+3.166s,21
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:49.052,+3.506s,19
20,31,Esteban OconOCO,Alpine Renault,,,3
