Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:18.564,,23
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:18.582,+0.018s,19
3,63,George RussellRUS,Mercedes,1:18.597,+0.033s,21
4,16,Charles LeclercLEC,Ferrari,1:18.599,+0.035s,22
5,22,Yuki TsunodaTSU,RB Honda RBPT,1:18.621,+0.057s,26
6,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:18.642,+0.078s,23
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:18.667,+0.103s,26
8,55,Carlos SainzSAI,Ferrari,1:18.686,+0.122s,23
9,44,Lewis HamiltonHAM,Mercedes,1:18.771,+0.207s,20
10,81,Oscar PiastriPIA,McLaren Mercedes,1:18.918,+0.354s,25
11,3,Daniel RicciardoRIC,RB Honda RBPT,1:19.274,+0.710s,25
12,23,Alexander AlbonALB,Williams Mercedes,1:19.443,+0.879s,11
13,20,Kevin MagnussenMAG,Haas Ferrari,1:19.489,+0.925s,21
14,2,Logan SargeantSAR,Williams Mercedes,1:19.519,+0.955s,22
15,31,Esteban OconOCO,Alpine Renault,1:19.561,+0.997s,25
16,27,Nico HulkenbergHUL,Haas Ferrari,1:19.604,+1.040s,21
17,10,Pierre GaslyGAS,Alpine Renault,1:19.622,+1.058s,25
18,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:19.716,+1.152s,16
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:19.989,+1.425s,23
20,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:20.014,+1.450s,21
