Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:10.610,,29
2,63,George RussellRUS,Mercedes,1:10.791,+0.181s,24
3,50,Oliver BearmanBEA,Haas Ferrari,1:10.805,+0.195s,30
4,81,Oscar PiastriPIA,McLaren Mercedes,1:10.950,+0.340s,30
5,23,Alexander AlbonALB,Williams Mercedes,1:10.955,+0.345s,28
6,16,Charles LeclercLEC,Ferrari,1:11.038,+0.428s,31
7,55,Carlos SainzSAI,Ferrari,1:11.100,+0.490s,30
8,27,Nico HulkenbergHUL,Haas Ferrari,1:11.124,+0.514s,26
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:11.215,+0.605s,26
10,10,Pierre GaslyGAS,Alpine Renault,1:11.216,+0.606s,27
11,30,Liam LawsonLAW,RB Honda RBPT,1:11.301,+0.691s,26
12,22,Yuki TsunodaTSU,RB Honda RBPT,1:11.483,+0.873s,25
13,43,Franco ColapintoCOL,Williams Mercedes,1:11.619,+1.009s,31
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:11.651,+1.041s,29
15,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:11.712,+1.102s,30
16,44,Lewis HamiltonHAM,Mercedes,1:11.754,+1.144s,30
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:11.783,+1.173s,26
18,31,Esteban OconOCO,Alpine Renault,1:11.827,+1.217s,26
19,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:11.845,+1.235s,28
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:12.883,+2.273s,27
