Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:05.685,,28
2,81,Oscar PiastriPIA,McLaren Mercedes,1:05.961,+0.276s,32
3,16,Charles LeclercLEC,Ferrari,1:06.055,+0.370s,31
4,55,Carlos SainzSAI,Ferrari,1:06.128,+0.443s,31
5,44,Lewis HamiltonHAM,Mercedes,1:06.254,+0.569s,39
6,31,Esteban OconOCO,Alpine Renault,1:06.297,+0.612s,30
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:06.384,+0.699s,27
8,63,George RussellRUS,Mercedes,1:06.386,+0.701s,32
9,22,Yuki TsunodaTSU,RB Honda RBPT,1:06.579,+0.894s,30
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:06.603,+0.918s,30
11,10,Pierre GaslyGAS,Alpine Renault,1:06.734,+1.049s,28
12,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:06.783,+1.098s,24
13,4,Lando NorrisNOR,McLaren Mercedes,1:06.880,+1.195s,30
14,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:06.919,+1.234s,28
15,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:06.925,+1.240s,29
16,3,Daniel RicciardoRIC,RB Honda RBPT,1:06.962,+1.277s,31
17,27,Nico HulkenbergHUL,Haas Ferrari,1:06.966,+1.281s,31
18,23,Alexander AlbonALB,Williams Mercedes,1:06.995,+1.310s,28
19,20,Kevin MagnussenMAG,Haas Ferrari,1:07.145,+1.460s,31
20,2,Logan SargeantSAR,Williams Mercedes,1:07.259,+1.574s,29
