Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:29.659,,24
2,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:29.845,+0.186s,24
3,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:29.868,+0.209s,23
4,63,George RussellRUS,Mercedes,1:29.939,+0.280s,23
5,16,Charles LeclercLEC,Ferrari,1:30.030,+0.371s,24
6,55,Carlos SainzSAI,Ferrari,1:30.164,+0.505s,24
7,4,Lando NorrisNOR,McLaren Mercedes,1:30.231,+0.572s,26
8,44,Lewis HamiltonHAM,Mercedes,1:30.236,+0.577s,21
9,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:30.580,+0.921s,18
10,23,Alexander AlbonALB,Williams Mercedes,1:30.747,+1.088s,26
11,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:30.783,+1.124s,26
12,3,Daniel RicciardoRIC,RB Honda RBPT,1:30.917,+1.258s,25
13,31,Esteban OconOCO,Alpine Renault,1:30.945,+1.286s,27
14,2,Logan SargeantSAR,Williams Mercedes,1:30.966,+1.307s,27
15,81,Oscar PiastriPIA,McLaren Mercedes,1:30.977,+1.318s,22
16,22,Yuki TsunodaTSU,RB Honda RBPT,1:31.036,+1.377s,25
17,10,Pierre GaslyGAS,Alpine Renault,1:31.046,+1.387s,25
18,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:31.131,+1.472s,24
19,27,Nico HulkenbergHUL,Haas Ferrari,1:31.411,+1.752s,19
20,20,Kevin MagnussenMAG,Haas Ferrari,1:31.577,+1.918s,18
