Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,Ferrari,1:33.602,,25
2,16,Charles LeclercLEC,Ferrari,1:33.623,+0.021s,27
3,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:33.855,+0.253s,23
4,4,Lando NorrisNOR,McLaren Mercedes,1:33.868,+0.266s,25
5,81,Oscar PiastriPIA,McLaren Mercedes,1:33.908,+0.306s,26
6,44,Lewis HamiltonHAM,Mercedes,1:33.963,+0.361s,22
7,63,George RussellRUS,Mercedes,1:34.093,+0.491s,27
8,20,Kevin MagnussenMAG,Haas Ferrari,1:34.096,+0.494s,24
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:34.112,+0.510s,24
10,22,Yuki TsunodaTSU,RB Honda RBPT,1:34.313,+0.711s,20
11,27,Nico HulkenbergHUL,Haas Ferrari,1:34.364,+0.762s,24
12,10,Pierre GaslyGAS,Alpine Renault,1:34.375,+0.773s,24
13,30,Liam LawsonLAW,RB Honda RBPT,1:34.443,+0.841s,28
14,23,Alexander AlbonALB,Williams Mercedes,1:34.618,+1.016s,26
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:34.619,+1.017s,24
16,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:34.638,+1.036s,24
17,31,Esteban OconOCO,Alpine Renault,1:34.806,+1.204s,24
18,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:35.041,+1.439s,26
19,43,Franco ColapintoCOL,Williams Mercedes,1:35.248,+1.646s,27
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:37.219,+3.617s,15
