Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:27.420,,26
2,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:27.554,+0.134s,22
3,81,Oscar PiastriPIA,McLaren Mercedes,1:27.631,+0.211s,18
4,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:27.729,+0.309s,25
5,63,George RussellRUS,Mercedes,1:27.738,+0.318s,26
6,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:27.794,+0.374s,27
7,44,Lewis HamiltonHAM,Mercedes,1:27.858,+0.438s,26
8,16,Charles LeclercLEC,Ferrari,1:27.903,+0.483s,26
9,55,Carlos SainzSAI,Ferrari,1:27.925,+0.505s,27
10,31,Esteban OconOCO,Alpine Renault,1:27.974,+0.554s,24
11,27,Nico HulkenbergHUL,Haas Ferrari,1:28.082,+0.662s,22
12,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:28.254,+0.834s,26
13,3,Daniel RicciardoRIC,RB Honda RBPT,1:28.477,+1.057s,24
14,50,Oliver BearmanBEA,Haas Ferrari,1:28.536,+1.116s,25
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:28.590,+1.170s,24
16,23,Alexander AlbonALB,Williams Mercedes,1:28.649,+1.229s,25
17,61,Jack DoohanDOO,Alpine Renault,1:28.735,+1.315s,22
18,45,Franco ColapintoCOL,Williams Mercedes,1:29.078,+1.658s,24
19,37,Isack HadjarHAD,Red Bull Racing Honda RBPT,1:29.270,+1.850s,15
20,22,Yuki TsunodaTSU,RB Honda RBPT,1:29.864,+2.444s,5
