Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:14.228,,27
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:14.252,+0.024s,27
3,55,Carlos SainzSAI,Ferrari,1:14.572,+0.344s,31
4,63,George RussellRUS,Mercedes,1:14.614,+0.386s,31
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:14.692,+0.464s,28
6,81,Oscar PiastriPIA,McLaren Mercedes,1:14.867,+0.639s,29
7,44,Lewis HamiltonHAM,Mercedes,1:14.911,+0.683s,28
8,31,Esteban OconOCO,Alpine Renault,1:15.086,+0.858s,30
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:15.222,+0.994s,26
10,23,Alexander AlbonALB,Williams Mercedes,1:15.417,+1.189s,25
11,16,Charles LeclercLEC,Ferrari,1:15.434,+1.206s,26
12,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:15.472,+1.244s,24
13,10,Pierre GaslyGAS,Alpine Renault,1:15.484,+1.256s,21
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:15.512,+1.284s,28
15,3,Daniel RicciardoRIC,RB Honda RBPT,1:15.580,+1.352s,30
16,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:15.616,+1.388s,24
17,20,Kevin MagnussenMAG,Haas Ferrari,1:15.644,+1.416s,30
18,2,Logan SargeantSAR,Williams Mercedes,1:15.752,+1.524s,25
19,50,Oliver BearmanBEA,Haas Ferrari,1:15.865,+1.637s,29
20,22,Yuki TsunodaTSU,RB Honda RBPT,1:15.916,+1.688s,21
