Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:24.435,,8
2,55,Carlos SainzSAI,Ferrari,1:24.763,+0.328s,11
3,16,Charles LeclercLEC,Ferrari,1:25.306,+0.871s,11
4,44,Lewis HamiltonHAM,Mercedes,1:25.970,+1.535s,11
5,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:26.502,+2.067s,10
6,81,Oscar PiastriPIA,McLaren Mercedes,1:26.754,+2.319s,7
7,10,Pierre GaslyGAS,Alpine Renault,1:27.584,+3.149s,8
8,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:27.670,+3.235s,11
9,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:28.058,+3.623s,10
10,63,George RussellRUS,Mercedes,1:28.541,+4.106s,9
11,3,Daniel RicciardoRIC,RB Honda RBPT,1:28.582,+4.147s,9
12,22,Yuki TsunodaTSU,RB Honda RBPT,1:28.723,+4.288s,9
13,20,Kevin MagnussenMAG,Haas Ferrari,1:29.052,+4.617s,8
14,27,Nico HulkenbergHUL,Haas Ferrari,1:32.826,+8.391s,5
15,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:33.411,+8.976s,4
16,2,Logan SargeantSAR,Williams Mercedes,1:36.586,+12.151s,5
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:40.530,+16.095s,4
18,24,Zhou GuanyuZHO,Kick Sauber Ferrari,,,4
19,61,Jack DoohanDOO,Alpine Renault,,,3
20,23,Alexander AlbonALB,Williams Mercedes,,,4
