Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:30.647
2,44,Lewis HamiltonHAM,Mercedes,1:30.660
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:31.178
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:31.240
5,11,Sergio PerezPER,Force India Mercedes,1:31.961
6,5,Sebastian VettelVET,Ferrari,1:31.028
7,8,Romain GrosjeanGRO,Haas Ferrari,1:31.961
8,7,Kimi RäikkönenRAI,Ferrari,1:30.949
9,27,Nico HulkenbergHUL,Force India Mercedes,1:32.142
10,21,Esteban Gutierrez GUT,Haas Ferrari,1:32.547
11,77,Valtteri BottasBOT,Williams Mercedes,1:32.315
12,19,Felipe MassaMAS,Williams Mercedes,1:32.380
13,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:32.623
14,55,Carlos SainzSAI,Toro Rosso Ferrari,1:32.685
15,14,Fernando AlonsoALO,McLaren Honda,1:32.689
16,30,Jolyon PalmerPAL,Renault,1:32.807
17,20,Kevin MagnussenMAG,Renault,1:33.023
18,9,Marcus EricssonERI,Sauber Ferrari,1:33.222
19,12,Felipe NasrNAS,Sauber Ferrari,1:33.332
20,31,Esteban OconOCO,MRT Mercedes,1:33.353
21,94,Pascal WehrleinWEH,MRT Mercedes,1:33.561
22,22,Jenson ButtonBUT,McLaren Honda,1:32.851
