Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:46.744
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:46.893
3,7,Kimi RäikkönenRAI,Ferrari,1:46.910
4,5,Sebastian VettelVET,Ferrari,1:47.108
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:47.216
6,11,Sergio PerezPER,Force India Mercedes,1:47.407
7,27,Nico HulkenbergHUL,Force India Mercedes,1:47.543
8,77,Valtteri BottasBOT,Williams Mercedes,1:47.612
9,22,Jenson ButtonBUT,McLaren Honda,1:48.114
10,19,Felipe MassaMAS,Williams Mercedes,1:48.263
11,8,Romain GrosjeanGRO,Haas Ferrari,1:48.316
12,20,Kevin MagnussenMAG,Renault,1:48.485
13,30,Jolyon PalmerPAL,Renault,1:48.888
14,55,Carlos SainzSAI,Toro Rosso Ferrari,1:49.038
15,94,Pascal WehrleinWEH,MRT Mercedes,1:49.320
16,12,Felipe NasrNAS,Sauber Ferrari,1:48.949
17,31,Esteban OconOCO,MRT Mercedes,1:49.050
18,21,Esteban Gutierrez GUT,Haas Ferrari,1:48.598
19,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:49.058
20,9,Marcus EricssonERI,Sauber Ferrari,1:49.071
21,44,Lewis HamiltonHAM,Mercedes,1:50.033
22,14,Fernando AlonsoALO,McLaren Honda,
