Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:18.704
2,6,Nico RosbergROS,Mercedes,1:18.958
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:19.054
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:19.133
5,27,Nico HulkenbergHUL,Force India Mercedes,1:19.330
6,7,Kimi RäikkönenRAI,Ferrari,1:19.376
7,5,Sebastian VettelVET,Ferrari,1:19.381
8,77,Valtteri BottasBOT,Williams Mercedes,1:19.551
9,19,Felipe MassaMAS,Williams Mercedes,1:20.032
10,55,Carlos SainzSAI,Toro Rosso Ferrari,1:20.378
11,14,Fernando AlonsoALO,McLaren Honda,1:20.282
12,11,Sergio PerezPER,Force India Mercedes,1:20.287
13,22,Jenson ButtonBUT,McLaren Honda,1:20.673
14,20,Kevin MagnussenMAG,Renault,1:21.131
15,9,Marcus EricssonERI,Sauber Ferrari,1:21.536
16,94,Pascal WehrleinWEH,MRT Mercedes,1:21.785
17,21,Esteban Gutierrez GUT,Haas Ferrari,1:21.401
18,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:21.454
19,12,Felipe NasrNAS,Sauber Ferrari,1:21.692
20,31,Esteban OconOCO,MRT Mercedes,1:21.881
21,30,Jolyon PalmerPAL,Renault,
