Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:10.736
2,6,Nico RosbergROS,Mercedes,1:10.838
3,7,Kimi RäikkönenRAI,Ferrari,1:11.404
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:11.485
5,5,Sebastian VettelVET,Ferrari,1:11.495
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:11.540
7,8,Romain GrosjeanGRO,Haas Ferrari,1:11.937
8,27,Nico HulkenbergHUL,Force India Mercedes,1:12.104
9,11,Sergio PerezPER,Force India Mercedes,1:12.165
10,14,Fernando AlonsoALO,McLaren Honda,1:12.266
11,77,Valtteri BottasBOT,Williams Mercedes,1:12.420
12,21,Esteban Gutierrez GUT,Haas Ferrari,1:12.431
13,19,Felipe MassaMAS,Williams Mercedes,1:12.521
14,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:12.726
15,55,Carlos SainzSAI,Toro Rosso Ferrari,1:12.920
16,30,Jolyon PalmerPAL,Renault,1:13.258
17,22,Jenson ButtonBUT,McLaren Honda,1:13.276
18,20,Kevin MagnussenMAG,Renault,1:13.410
19,94,Pascal WehrleinWEH,MRT Mercedes,1:13.427
20,9,Marcus EricssonERI,Sauber Ferrari,1:13.623
21,12,Felipe NasrNAS,Sauber Ferrari,1:13.681
22,31,Esteban OconOCO,MRT Mercedes,1:13.432
