Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:14.363
2,44,Lewis HamiltonHAM,Mercedes,1:14.470
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:14.726
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:14.834
5,7,Kimi RäikkönenRAI,Ferrari,1:15.142
6,5,Sebastian VettelVET,Ferrari,1:15.315
7,77,Valtteri BottasBOT,Williams Mercedes,1:15.530
8,27,Nico HulkenbergHUL,Force India Mercedes,1:15.510
9,11,Sergio PerezPER,Force India Mercedes,1:15.537
10,19,Felipe MassaMAS,Williams Mercedes,1:15.615
11,21,Esteban Gutierrez GUT,Haas Ferrari,1:15.883
12,22,Jenson ButtonBUT,McLaren Honda,1:15.909
13,14,Fernando AlonsoALO,McLaren Honda,1:16.041
14,30,Jolyon PalmerPAL,Renault,1:16.665
15,55,Carlos SainzSAI,Toro Rosso Ferrari,1:15.989
16,20,Kevin MagnussenMAG,Renault,1:16.716
17,94,Pascal WehrleinWEH,MRT Mercedes,1:16.717
18,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:16.876
19,88,Rio HaryantoHAR,MRT Mercedes,1:16.977
20,8,Romain GrosjeanGRO,Haas Ferrari,1:16.086
21,12,Felipe NasrNAS,Sauber Ferrari,1:17.123
22,9,Marcus EricssonERI,Sauber Ferrari,1:17.238
