Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:42.584
2,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:43.115
3,44,Lewis HamiltonHAM,Mercedes,1:43.288
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:43.328
5,7,Kimi RäikkönenRAI,Ferrari,1:43.540
6,55,Carlos SainzSAI,Toro Rosso Ferrari,1:44.197
7,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:44.469
8,27,Nico HulkenbergHUL,Force India Mercedes,1:44.479
9,14,Fernando AlonsoALO,McLaren Honda,1:44.553
10,77,Valtteri BottasBOT,Williams Mercedes,1:44.740
11,19,Felipe MassaMAS,Williams Mercedes,1:44.991
12,22,Jenson ButtonBUT,McLaren Honda,1:45.144
13,21,Esteban Gutierrez GUT,Haas Ferrari,1:45.593
14,9,Marcus EricssonERI,Sauber Ferrari,1:47.827
15,20,Kevin MagnussenMAG,Renault,1:46.825
16,12,Felipe NasrNAS,Sauber Ferrari,1:46.860
17,11,Sergio PerezPER,Force India Mercedes,1:44.582
18,30,Jolyon PalmerPAL,Renault,1:46.960
19,94,Pascal WehrleinWEH,MRT Mercedes,1:47.667
20,8,Romain GrosjeanGRO,Haas Ferrari,1:45.723
21,31,Esteban OconOCO,MRT Mercedes,1:48.296
22,5,Sebastian VettelVET,Ferrari,1:49.116
