Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:23.837
2,6,Nico RosbergROS,Mercedes,1:24.197
3,5,Sebastian VettelVET,Ferrari,1:24.675
4,7,Kimi RäikkönenRAI,Ferrari,1:25.033
5,33,Max VerstappenVER,Toro Rosso Ferrari,1:25.434
6,19,Felipe MassaMAS,Williams Mercedes,1:25.458
7,55,Carlos SainzSAI,Toro Rosso Ferrari,1:25.582
8,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:25.589
9,11,Sergio PerezPER,Force India Mercedes,1:25.753
10,27,Nico HulkenbergHUL,Force India Mercedes,1:25.865
11,14,Fernando AlonsoALO,McLaren Honda,1:26.125
12,22,Jenson ButtonBUT,McLaren Honda,1:26.304
13,30,Jolyon PalmerPAL,Renault,1:27.601
14,20,Kevin MagnussenMAG,Renault,1:27.742
15,9,Marcus EricssonERI,Sauber Ferrari,1:27.435
16,77,Valtteri BottasBOT,Williams Mercedes,1:25.961
17,12,Felipe NasrNAS,Sauber Ferrari,1:27.958
18,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,1:28.006
19,8,Romain GrosjeanGRO,Haas Ferrari,1:28.322
20,21,Esteban Gutierrez GUT,Haas Ferrari,1:29.606
21,94,Pascal WehrleinWEH,MRT Mercedes,1:29.642
22,88,Rio HaryantoHAR,MRT Mercedes,1:29.627
