Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:32.850
2,6,Nico RosbergROS,Mercedes,1:33.264
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:33.420
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:33.467
5,5,Sebastian VettelVET,Ferrari,1:33.584
6,7,Kimi RäikkönenRAI,Ferrari,1:33.632
7,11,Sergio PerezPER,Force India Mercedes,1:34.319
8,27,Nico HulkenbergHUL,Force India Mercedes,1:34.489
9,22,Jenson ButtonBUT,McLaren Honda,1:34.518
10,19,Felipe MassaMAS,Williams Mercedes,1:34.671
11,77,Valtteri BottasBOT,Williams Mercedes,1:34.577
12,8,Romain GrosjeanGRO,Haas Ferrari,1:35.001
13,21,Esteban Gutierrez GUT,Haas Ferrari,1:35.097
14,20,Kevin MagnussenMAG,Renault,1:35.277
15,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:35.369
16,55,Carlos SainzSAI,Toro Rosso Ferrari,1:35.374
17,9,Marcus EricssonERI,Sauber Ferrari,1:35.816
18,12,Felipe NasrNAS,Sauber Ferrari,1:35.949
19,30,Jolyon PalmerPAL,Renault,1:35.999
20,31,Esteban OconOCO,MRT Mercedes,1:36.451
21,94,Pascal WehrleinWEH,MRT Mercedes,1:36.587
22,14,Fernando AlonsoALO,McLaren Honda,1:37.155
