Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:42.758
2,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:43.966
3,5,Sebastian VettelVET,Ferrari,1:43.966
4,7,Kimi RäikkönenRAI,Ferrari,1:44.269
5,19,Felipe MassaMAS,Williams Mercedes,1:44.483
6,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:44.717
7,11,Sergio PerezPER,Force India Mercedes,1:43.515
8,77,Valtteri BottasBOT,Williams Mercedes,1:45.246
9,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:45.570
10,44,Lewis HamiltonHAM,Mercedes,2:01.954
11,8,Romain GrosjeanGRO,Haas Ferrari,1:44.755
12,27,Nico HulkenbergHUL,Force India Mercedes,1:44.824
13,14,Fernando AlonsoALO,McLaren Honda,1:45.270
14,21,Esteban Gutierrez GUT,Haas Ferrari,1:45.349
15,12,Felipe NasrNAS,Sauber Ferrari,1:46.048
16,88,Rio HaryantoHAR,MRT Mercedes,1:45.665
17,94,Pascal WehrleinWEH,MRT Mercedes,1:45.750
18,55,Carlos SainzSAI,Toro Rosso Ferrari,1:45.000
19,22,Jenson ButtonBUT,McLaren Honda,1:45.804
20,9,Marcus EricssonERI,Sauber Ferrari,1:46.231
21,30,Jolyon PalmerPAL,Renault,1:46.394
