Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:22.000
2,6,Nico RosbergROS,Mercedes,1:22.280
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:22.680
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:23.087
5,7,Kimi RäikkönenRAI,Ferrari,1:23.113
6,5,Sebastian VettelVET,Ferrari,1:23.334
7,77,Valtteri BottasBOT,Williams Mercedes,1:23.522
8,55,Carlos SainzSAI,Toro Rosso Ferrari,1:23.643
9,11,Sergio PerezPER,Force India Mercedes,1:23.782
10,14,Fernando AlonsoALO,McLaren Honda,1:23.981
11,27,Nico HulkenbergHUL,Force India Mercedes,1:24.203
12,22,Jenson ButtonBUT,McLaren Honda,1:24.348
13,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:24.445
14,8,Romain GrosjeanGRO,Haas Ferrari,1:24.480
15,20,Kevin MagnussenMAG,Renault,1:24.625
16,21,Esteban Gutierrez GUT,Haas Ferrari,1:24.778
17,30,Jolyon PalmerPAL,Renault,1:24.903
18,19,Felipe MassaMAS,Williams Mercedes,1:24.941
19,9,Marcus EricssonERI,Sauber Ferrari,1:25.202
20,12,Felipe NasrNAS,Sauber Ferrari,1:25.579
21,94,Pascal WehrleinWEH,MRT Mercedes,1:25.745
22,88,Rio HaryantoHAR,MRT Mercedes,1:25.939
