Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:12.812
2,6,Nico RosbergROS,Mercedes,1:12.874
3,5,Sebastian VettelVET,Ferrari,1:12.990
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:13.166
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:13.414
6,7,Kimi RäikkönenRAI,Ferrari,1:13.579
7,77,Valtteri BottasBOT,Williams Mercedes,1:13.670
8,19,Felipe MassaMAS,Williams Mercedes,1:13.769
9,27,Nico HulkenbergHUL,Force India Mercedes,1:13.952
10,14,Fernando AlonsoALO,McLaren Honda,1:14.338
11,11,Sergio PerezPER,Force India Mercedes,1:14.317
12,22,Jenson ButtonBUT,McLaren Honda,1:14.437
13,21,Esteban Gutierrez GUT,Haas Ferrari,1:14.571
14,8,Romain GrosjeanGRO,Haas Ferrari,1:14.803
15,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:14.457
16,30,Jolyon PalmerPAL,Renault,1:15.459
17,94,Pascal WehrleinWEH,MRT Mercedes,1:15.599
18,12,Felipe NasrNAS,Sauber Ferrari,1:16.663
19,88,Rio HaryantoHAR,MRT Mercedes,1:17.052
20,55,Carlos SainzSAI,Toro Rosso Ferrari,1:21.956
21,9,Marcus EricssonERI,Sauber Ferrari,1:15.635
22,20,Kevin MagnussenMAG,Renault,
